name,susceptible,exposed,infected_tested,infected_nottested,removed_tested,removed_nottested,inhabitant
Kampen,52505.0,0.0,0.0,0.0,0.0,0.0,52505.0
Losser,22475.0,0.0,0.0,0.0,0.0,0.0,22475.0
Noordoostpolder,46520.0,30.0,0.0,0.0,0.0,0.0,46550.0
Haarlemmerliede en Spaarnwoude,5664.439682173354,0.5603178266460057,0.0,0.0,0.0,0.0,5665.0
Oldenzaal,31990.0,15.0,0.0,0.0,0.0,0.0,32005.0
Ommen,17515.0,15.0,0.0,0.0,0.0,0.0,17530.0
Raalte,36880.0,15.0,0.0,0.0,0.0,0.0,36895.0
Staphorst,16600.0,15.0,0.0,0.0,0.0,0.0,16615.0
Tubbergen,21140.0,0.0,1.0,14.0,0.0,0.0,21155.0
Urk,20220.0,0.0,0.0,0.0,0.0,0.0,20220.0
Weert,49570.0,0.0,0.0,0.0,0.0,0.0,49570.0
Wierden,24220.0,0.0,0.0,0.0,0.0,0.0,24220.0
Zwolle,125505.0,30.0,1.0,14.0,0.0,0.0,125550.0
Aalten,27035.0,0.0,0.0,0.0,0.0,0.0,27035.0
Apeldoorn,159990.0,45.0,0.0,0.0,0.0,0.0,160035.0
Beuningen,25360.0,15.0,3.0,42.0,0.0,0.0,25420.0
Brummen,20840.0,0.0,0.0,0.0,0.0,0.0,20840.0
Buren,26255.0,30.0,0.0,0.0,0.0,0.0,26285.0
Culemborg,27830.0,15.0,1.0,14.0,0.0,0.0,27860.0
Doesburg,11345.0,0.0,0.0,0.0,0.0,0.0,11345.0
Doetinchem,57075.0,0.0,0.0,0.0,0.0,0.0,57075.0
Druten,18520.0,45.0,0.0,0.0,0.0,0.0,18565.0
Lelystad,76870.0,75.0,0.0,0.0,0.0,0.0,76945.0
Horst aan de Maas,42100.0,45.0,0.0,0.0,0.0,0.0,42145.0
Oude IJsselstreek,39560.0,0.0,0.0,0.0,0.0,0.0,39560.0
Utrechtse Heuvelrug,49370.0,30.0,0.0,0.0,0.0,0.0,49400.0
Oost Gelre,29635.0,0.0,0.0,0.0,0.0,0.0,29635.0
Koggenland,22500.0,15.0,0.0,0.0,0.0,0.0,22515.0
Hattem,12040.0,0.0,0.0,0.0,0.0,0.0,12040.0
Duiven,25385.0,15.0,0.0,0.0,0.0,0.0,25400.0
Ede,113395.0,0.0,0.0,0.0,0.0,0.0,113395.0
Elburg,23015.0,15.0,0.0,0.0,0.0,0.0,23030.0
Rozendaal,1490.0,0.0,0.0,0.0,0.0,0.0,1490.0
Epe,32540.0,0.0,0.0,0.0,0.0,0.0,32540.0
Ermelo,26520.0,60.0,1.0,14.0,0.0,0.0,26595.0
Geldermalsen,26556.11144397843,7.962852007189932,1.0617136009586579,14.86399041342121,0.0,0.0,26579.999999999996
Westervoort,14990.0,0.0,0.0,0.0,0.0,0.0,14990.0
Heerde,18550.0,15.0,0.0,0.0,0.0,0.0,18565.0
Heumen,16475.0,0.0,0.0,0.0,0.0,0.0,16475.0
Lochem,33545.0,0.0,0.0,0.0,0.0,0.0,33545.0
Zutphen,47340.0,0.0,0.0,0.0,0.0,0.0,47340.0
Maasdriel,24255.0,0.0,0.0,0.0,0.0,0.0,24255.0
Nijkerk,41775.0,0.0,0.0,0.0,0.0,0.0,41775.0
Nijmegen,173390.0,105.0,3.0,42.0,0.0,0.0,173540.0
Oldebroek,23245.0,15.0,0.0,0.0,0.0,0.0,23260.0
Putten,24425.0,0.0,0.0,0.0,0.0,0.0,24425.0
Renkum,31290.0,30.0,5.0,70.0,0.0,0.0,31395.0
Rheden,43640.0,0.0,1.0,14.0,0.0,0.0,43655.0
Bunschoten,21025.0,0.0,0.0,0.0,0.0,0.0,21025.0
Scherpenzeel,9705.0,0.0,0.0,0.0,0.0,0.0,9705.0
Tiel,41460.0,15.0,1.0,14.0,0.0,0.0,41490.0
Voorst,24200.0,0.0,1.0,14.0,0.0,0.0,24215.0
Wageningen,38460.0,0.0,0.0,0.0,0.0,0.0,38460.0
Winterswijk,28900.0,0.0,0.0,0.0,0.0,0.0,28900.0
Wijchen,40830.0,30.0,1.0,14.0,0.0,0.0,40875.0
Zaltbommel,27705.0,0.0,1.0,14.0,0.0,0.0,27720.0
Zevenaar,43225.0,0.0,0.0,0.0,0.0,0.0,43225.0
Nunspeet,26880.0,15.0,0.0,0.0,0.0,0.0,26895.0
Dronten,40700.0,45.0,0.0,0.0,0.0,0.0,40745.0
Neerijnen,12323.91402037148,3.695326542840024,0.4927102057120032,6.897942879968045,0.0,0.0,12335.0
Amersfoort,154280.0,60.0,0.0,0.0,0.0,0.0,154340.0
Baarn,24515.0,0.0,0.0,0.0,0.0,0.0,24515.0
De Bilt,42590.0,90.0,5.0,70.0,0.0,0.0,42755.0
Bunnik,15155.0,0.0,0.0,0.0,0.0,0.0,15155.0
Eemnes,9000.0,0.0,0.0,0.0,0.0,0.0,9000.0
Houten,49105.0,60.0,7.0,98.0,2.0,28.0,49300.0
Leusden,29675.0,0.0,0.0,0.0,0.0,0.0,29675.0
Lopik,14210.0,0.0,0.0,0.0,0.0,0.0,14210.0
Montfoort,13860.0,0.0,0.0,0.0,0.0,0.0,13860.0
Renswoude,5100.0,0.0,0.0,0.0,0.0,0.0,5100.0
Steenwijkerland,43450.0,0.0,0.0,0.0,0.0,0.0,43450.0
Rhenen,19230.0,0.0,0.0,0.0,0.0,0.0,19230.0
Soest,45765.0,0.0,7.0,98.0,0.0,0.0,45870.0
Utrecht,342555.0,270.0,12.0,168.0,1.0,14.0,343020.0
Veenendaal,64265.0,15.0,0.0,0.0,0.0,0.0,64280.0
Woudenberg,12685.0,15.0,0.0,0.0,0.0,0.0,12700.0
Cranendonck,20645.0,30.0,0.0,0.0,0.0,0.0,20675.0
Moerdijk,36915.0,15.0,0.0,0.0,0.0,0.0,36930.0
Echt-Susteren,31815.0,0.0,0.0,0.0,0.0,0.0,31815.0
Sluis,23655.0,0.0,0.0,0.0,0.0,0.0,23655.0
Drimmelen,26795.0,75.0,0.0,0.0,0.0,0.0,26870.0
Wijk bij Duurstede,23475.0,30.0,0.0,0.0,0.0,0.0,23505.0
IJsselstein,34195.0,15.0,0.0,0.0,0.0,0.0,34210.0
Zeist,62775.0,30.0,1.0,14.0,0.0,0.0,62820.0
Nieuwegein,61865.0,0.0,0.0,0.0,0.0,0.0,61865.0
Aalsmeer,31320.0,15.0,2.0,28.0,0.0,0.0,31365.0
Alkmaar,108365.0,0.0,1.0,14.0,0.0,0.0,108380.0
Blaricum,10185.0,0.0,0.0,0.0,1.0,14.0,10200.0
Amstelveen,89260.0,15.0,1.0,14.0,0.0,0.0,89290.0
Amsterdam,844690.0,105.0,2.0,28.0,2.0,28.0,844855.0
Beemster,9210.0,0.0,0.0,0.0,0.0,0.0,9210.0
Bergen (NH.),29830.0,15.0,0.0,0.0,0.0,0.0,29845.0
Beverwijk,40630.0,15.0,3.0,42.0,1.0,14.0,40705.0
Bladel,20060.0,15.0,0.0,0.0,0.0,0.0,20075.0
Gulpen-Wittem,14355.0,0.0,0.0,0.0,0.0,0.0,14355.0
Tynaarlo,33280.0,0.0,0.0,0.0,0.0,0.0,33280.0
Eijsden-Margraten,25280.0,15.0,0.0,0.0,0.0,0.0,25295.0
Stichtse Vecht,64370.0,45.0,3.0,42.0,0.0,0.0,64460.0
Midden-Drenthe,33400.0,0.0,0.0,0.0,0.0,0.0,33400.0
Overbetuwe,47345.0,60.0,0.0,0.0,0.0,0.0,47405.0
Hof van Twente,35015.0,0.0,0.0,0.0,0.0,0.0,35015.0
Neder-Betuwe,23260.0,30.0,1.0,14.0,0.0,0.0,23305.0
Geldrop-Mierlo,39055.0,15.0,0.0,0.0,0.0,0.0,39070.0
Olst-Wijhe,17955.0,0.0,0.0,0.0,0.0,0.0,17955.0
Dinkelland,26205.0,15.0,1.0,14.0,0.0,0.0,26235.0
Bloemendaal,22785.0,15.0,1.0,14.0,0.0,0.0,22815.0
Goeree-Overflakkee,48635.0,15.0,0.0,0.0,0.0,0.0,48650.0
Castricum,35150.0,60.0,0.0,0.0,0.0,0.0,35210.0
Edam-Volendam,35800.0,0.0,0.0,0.0,0.0,0.0,35800.0
Enkhuizen,18475.0,0.0,0.0,0.0,0.0,0.0,18475.0
Haarlem,159115.0,60.0,1.0,14.0,1.0,14.0,159205.0
Haarlemmermeer,145975.56031782663,14.439682173353994,0.0,0.0,0.0,0.0,145990.0
Heemskerk,39150.0,15.0,0.0,0.0,0.0,0.0,39165.0
Heerhugowaard,54940.0,0.0,0.0,0.0,0.0,0.0,54940.0
Hoorn,72495.0,0.0,0.0,0.0,0.0,0.0,72495.0
Heiloo,22835.0,30.0,0.0,0.0,0.0,0.0,22865.0
Den Helder,56000.0,15.0,0.0,0.0,0.0,0.0,56015.0
Hilversum,88900.0,0.0,0.0,0.0,0.0,0.0,88900.0
Papendrecht,32295.0,0.0,0.0,0.0,0.0,0.0,32295.0
Huizen,41370.0,15.0,0.0,0.0,0.0,0.0,41385.0
Landsmeer,11240.0,30.0,0.0,0.0,0.0,0.0,11270.0
Langedijk,27560.0,45.0,0.0,0.0,0.0,0.0,27605.0
Laren,11085.0,0.0,0.0,0.0,0.0,0.0,11085.0
Purmerend,79890.0,30.0,0.0,0.0,0.0,0.0,79920.0
Medemblik,44015.0,0.0,0.0,0.0,0.0,0.0,44015.0
Oostzaan,9650.0,0.0,0.0,0.0,0.0,0.0,9650.0
Opmeer,11420.0,0.0,0.0,0.0,0.0,0.0,11420.0
Ouder-Amstel,13420.0,0.0,0.0,0.0,0.0,0.0,13420.0
Schagen,46130.0,45.0,1.0,14.0,0.0,0.0,46190.0
Texel,13535.0,0.0,0.0,0.0,0.0,0.0,13535.0
Uitgeest,13465.0,0.0,0.0,0.0,0.0,0.0,13465.0
Uithoorn,29205.0,0.0,0.0,0.0,0.0,0.0,29205.0
Velsen,67565.0,15.0,0.0,0.0,0.0,0.0,67580.0
Krimpenerwaard,55160.0,30.0,1.0,14.0,0.0,0.0,55205.0
De Fryske Marren,51540.0,45.0,0.0,0.0,0.0,0.0,51585.0
Midden-Groningen,61125.0,0.0,0.0,0.0,0.0,0.0,61125.0
Weesp,18750.0,0.0,0.0,0.0,0.0,0.0,18750.0
Zandvoort,16885.0,15.0,0.0,0.0,0.0,0.0,16900.0
Barendrecht,48325.0,15.0,0.0,0.0,0.0,0.0,48340.0
Zaanstad,153645.0,0.0,1.0,14.0,0.0,0.0,153660.0
Alblasserdam,20010.0,0.0,0.0,0.0,0.0,0.0,20010.0
Nissewaard,85370.0,15.0,0.0,0.0,0.0,0.0,85385.0
Montferland,35320.0,0.0,0.0,0.0,0.0,0.0,35320.0
Drechterland,19385.0,0.0,0.0,0.0,0.0,0.0,19385.0
Alphen aan den Rijn,108815.0,75.0,1.0,14.0,0.0,0.0,108905.0
Brielle,16835.0,0.0,0.0,0.0,0.0,0.0,16835.0
Capelle aan den IJssel,66415.0,0.0,0.0,0.0,0.0,0.0,66415.0
Delft,101355.0,15.0,1.0,14.0,0.0,0.0,101385.0
Dordrecht,118670.0,15.0,0.0,0.0,0.0,0.0,118685.0
Gorinchem,35755.0,0.0,0.0,0.0,0.0,0.0,35755.0
Gouda,71720.0,15.0,1.0,14.0,0.0,0.0,71750.0
's-Gravenhage,524692.0,90.0,3.0,42.0,0.0,0.0,524827.0
Hardinxveld-Giessendam,17795.0,0.0,4.0,56.0,1.0,14.0,17870.0
Hillegom,21315.0,0.0,0.0,0.0,0.0,0.0,21315.0
Hellevoetsluis,38700.0,15.0,0.0,0.0,0.0,0.0,38715.0
Hendrik-Ido-Ambacht,29730.0,0.0,0.0,0.0,0.0,0.0,29730.0
Stede Broec,21550.0,0.0,0.0,0.0,0.0,0.0,21550.0
Katwijk,64515.0,15.0,0.0,0.0,0.0,0.0,64530.0
Krimpen aan den IJssel,29105.0,15.0,0.0,0.0,0.0,0.0,29120.0
Leerdam,20888.486962908555,5.75651854572163,0.3837679030481087,5.372750642673521,0.0,0.0,20899.999999999996
Leiden,123590.0,45.0,1.0,14.0,0.0,0.0,123650.0
Leiderdorp,27130.0,0.0,0.0,0.0,0.0,0.0,27130.0
Lisse,22715.0,0.0,0.0,0.0,0.0,0.0,22715.0
Maassluis,32445.0,15.0,0.0,0.0,0.0,0.0,32460.0
Nieuwkoop,27885.0,15.0,0.0,0.0,0.0,0.0,27900.0
Noordwijk,25821.612903225807,0.0,1.2258064516129032,17.161290322580644,0.0,0.0,25840.0
Noordwijkerhout,16308.387096774193,0.0,0.7741935483870968,10.838709677419354,0.0,0.0,16319.999999999998
Oegstgeest,23550.0,45.0,1.0,14.0,0.0,0.0,23610.0
Oud-Beijerland,24006.589914200664,0.0,0.5606723866223078,7.849413412712309,0.0,0.0,24015.0
Binnenmaas,29104.80388723516,0.0,0.6797408509893189,9.516371913850465,0.0,0.0,29115.0
Korendijk,10951.163544037821,0.0,0.2557637308118835,3.5806922313663696,0.0,0.0,10955.0
Oudewater,10180.0,0.0,0.0,0.0,0.0,0.0,10180.0
Rijswijk,51030.0,0.0,0.0,0.0,0.0,0.0,51030.0
Ridderkerk,45390.0,0.0,1.0,14.0,0.0,0.0,45405.0
Rotterdam,634305.0,135.0,11.0,154.0,4.0,56.0,634665.0
Schiedam,77840.0,0.0,0.0,0.0,0.0,0.0,77840.0
Sliedrecht,25005.0,0.0,0.0,0.0,0.0,0.0,25005.0
Albrandswaard,25095.0,0.0,1.0,14.0,0.0,0.0,25110.0
Westvoorne,14240.0,0.0,1.0,14.0,0.0,0.0,14255.0
Strijen,8781.923481001575,0.0,0.20510126656160624,2.871417731862487,0.0,0.0,8784.999999999998
Zwijndrecht,44390.0,30.0,0.0,0.0,0.0,0.0,44420.0
Vianen,19709.136981270658,5.431509364671318,0.3621006243114212,5.069408740359897,0.0,0.0,19720.000000000004
Vlaardingen,71975.0,15.0,0.0,0.0,0.0,0.0,71990.0
Voorschoten,25310.0,0.0,0.0,0.0,0.0,0.0,25310.0
Waddinxveen,26520.0,0.0,1.0,14.0,0.0,0.0,26535.0
Wassenaar,26020.0,30.0,0.0,0.0,0.0,0.0,26050.0
Woerden,51480.0,0.0,2.0,28.0,0.0,0.0,51510.0
Zoetermeer,124785.0,0.0,0.0,0.0,0.0,0.0,124785.0
Zoeterwoude,8365.0,0.0,0.0,0.0,0.0,0.0,8365.0
Borsele,22690.0,0.0,0.0,0.0,0.0,0.0,22690.0
Goes,37235.0,15.0,1.0,14.0,0.0,0.0,37265.0
Kapelle,12625.0,0.0,0.0,0.0,0.0,0.0,12625.0
West Maas en Waal,18795.0,15.0,1.0,14.0,0.0,0.0,18825.0
Hulst,27400.0,0.0,0.0,0.0,0.0,0.0,27400.0
Reimerswaal,22345.0,15.0,0.0,0.0,0.0,0.0,22360.0
Tholen,25530.0,0.0,0.0,0.0,0.0,0.0,25530.0
Middelburg,48025.0,0.0,0.0,0.0,0.0,0.0,48025.0
Giessenlanden,14585.0,0.0,0.0,0.0,0.0,0.0,14585.0
Zederik,13832.376055820785,3.8119720896070515,0.2541314726404701,3.5578406169665815,0.0,0.0,13839.999999999998
Terneuzen,54570.0,15.0,0.0,0.0,0.0,0.0,54585.0
Pekela,12500.0,15.0,0.0,0.0,0.0,0.0,12515.0
Reusel-De Mierden,12905.0,0.0,0.0,0.0,0.0,0.0,12905.0
Roerdalen,20695.0,0.0,0.0,0.0,0.0,0.0,20695.0
Roosendaal,77135.0,30.0,0.0,0.0,0.0,0.0,77165.0
Veere,21880.0,15.0,0.0,0.0,0.0,0.0,21895.0
Vlissingen,44360.0,30.0,0.0,0.0,0.0,0.0,44390.0
Maasgouw,23715.0,15.0,0.0,0.0,0.0,0.0,23730.0
Eemsmond,15655.0,0.0,0.0,0.0,0.0,0.0,15655.0
Gemert-Bakel,29845.0,150.0,1.0,14.0,1.0,14.0,30025.0
Halderberge,29585.0,0.0,0.0,0.0,0.0,0.0,29585.0
Lingewaal,11144.97453565009,3.341821449970041,0.4455761933293389,6.238066706610745,0.0,0.0,11155.0
De Ronde Venen,42765.0,0.0,0.0,0.0,0.0,0.0,42765.0
Tytsjerksteradiel,31965.0,0.0,0.0,0.0,0.0,0.0,31965.0
Aalburg,13042.59157256954,18.00468190581107,0.4801248508216286,6.7217479115028,0.4801248508216286,6.7217479115028,13074.999999999998
Asten,16720.0,0.0,0.0,0.0,0.0,0.0,16720.0
Baarle-Nassau,6655.0,0.0,0.0,0.0,0.0,0.0,6655.0
Bergen op Zoom,66160.0,0.0,1.0,14.0,0.0,0.0,66175.0
Best,29140.0,15.0,1.0,14.0,1.0,14.0,29185.0
Boekel,10220.0,165.0,2.0,28.0,0.0,0.0,10415.0
Boxmeer,28695.0,15.0,0.0,0.0,0.0,0.0,28710.0
Boxtel,30610.0,45.0,0.0,0.0,0.0,0.0,30655.0
Breda,181270.0,540.0,25.0,350.0,1.0,14.0,182200.0
Deurne,31875.0,30.0,1.0,14.0,0.0,0.0,31920.0
Dongen,25440.0,15.0,2.0,28.0,1.0,14.0,25500.0
Eersel,18515.0,30.0,0.0,0.0,0.0,0.0,18545.0
Eindhoven,226660.0,120.0,4.0,56.0,2.0,28.0,226870.0
Etten-Leur,42920.0,60.0,3.0,42.0,0.0,0.0,43025.0
Schouwen-Duiveland,33745.0,0.0,1.0,14.0,0.0,0.0,33760.0
Aa en Hunze,25275.0,0.0,0.0,0.0,0.0,0.0,25275.0
Geertruidenberg,21480.0,15.0,0.0,0.0,0.0,0.0,21495.0
Gilze en Rijen,26205.0,15.0,0.0,0.0,0.0,0.0,26220.0
Goirle,23225.0,30.0,4.0,56.0,0.0,0.0,23315.0
Grave,12355.0,15.0,0.0,0.0,0.0,0.0,12370.0
Haaren,13810.0,75.0,2.0,28.0,0.0,0.0,13915.0
Helmond,90305.0,105.0,6.0,84.0,4.0,56.0,90560.0
's-Hertogenbosch,152195.0,165.0,4.0,56.0,0.0,0.0,152420.0
Heusden,43450.0,45.0,1.0,14.0,0.0,0.0,43510.0
Hilvarenbeek,15190.0,75.0,0.0,0.0,0.0,0.0,15265.0
Loon op Zand,22970.0,15.0,3.0,42.0,4.0,56.0,23090.0
Sint-Michielsgestel,28505.0,15.0,4.0,56.0,1.0,14.0,28595.0
Mill en Sint Hubert,10805.0,0.0,0.0,0.0,0.0,0.0,10805.0
"Nuenen, Gerwen en Nederwetten",22850.0,0.0,1.0,14.0,0.0,0.0,22865.0
Oirschot,18505.0,0.0,0.0,0.0,0.0,0.0,18505.0
Oisterwijk,25850.0,45.0,3.0,42.0,0.0,0.0,25940.0
Oosterhout,54530.0,75.0,0.0,0.0,0.0,0.0,54605.0
Oss,90280.0,75.0,0.0,0.0,1.0,14.0,90370.0
Rucphen,22335.0,0.0,0.0,0.0,0.0,0.0,22335.0
Someren,19025.0,15.0,0.0,0.0,0.0,0.0,19040.0
Son en Breugel,16595.0,30.0,0.0,0.0,0.0,0.0,16625.0
Nederweert,16820.0,45.0,0.0,0.0,0.0,0.0,16865.0
Borger-Odoorn,25355.0,0.0,0.0,0.0,0.0,0.0,25355.0
Steenbergen,23960.0,0.0,0.0,0.0,0.0,0.0,23960.0
Waterland,17280.0,0.0,1.0,14.0,0.0,0.0,17295.0
Tilburg,212750.0,630.0,26.0,364.0,3.0,42.0,213815.0
Uden,40950.0,240.0,12.0,168.0,1.0,14.0,41385.0
Valkenswaard,30515.0,0.0,0.0,0.0,0.0,0.0,30515.0
Cuijk,24665.0,30.0,0.0,0.0,0.0,0.0,24695.0
Veldhoven,44715.0,0.0,1.0,14.0,0.0,0.0,44730.0
Vught,26110.0,60.0,1.0,14.0,0.0,0.0,26185.0
Landerd,15255.0,75.0,0.0,0.0,0.0,0.0,15330.0
De Wolden,23720.0,15.0,0.0,0.0,0.0,0.0,23735.0
Lansingerland,60045.0,0.0,4.0,56.0,0.0,0.0,60105.0
Leudal,35800.0,60.0,2.0,28.0,0.0,0.0,35890.0
Noord-Beveland,7385.0,0.0,0.0,0.0,0.0,0.0,7385.0
Wijdemeren,23440.0,0.0,0.0,0.0,0.0,0.0,23440.0
Noordenveld,32965.0,0.0,0.0,0.0,0.0,0.0,32965.0
Twenterand,33779.0,0.0,0.0,0.0,0.0,0.0,33779.0
Westerveld,19031.0,0.0,0.0,0.0,0.0,0.0,19031.0
Waalre,16885.0,0.0,1.0,14.0,0.0,0.0,16900.0
Sint Anthonis,11565.0,30.0,0.0,0.0,0.0,0.0,11595.0
Waalwijk,47300.0,45.0,5.0,70.0,0.0,0.0,47420.0
Werkendam,26778.46047920683,36.96640044064996,0.9857706784173322,13.80078949784265,0.9857706784173322,13.80078949784265,26845.000000000004
Woensdrecht,21835.0,0.0,0.0,0.0,0.0,0.0,21835.0
Woudrichem,14508.94794822363,20.02891765353897,0.5341044707610392,7.477462590654548,0.5341044707610392,7.477462590654548,14544.999999999996
Zundert,21605.0,30.0,1.0,14.0,0.0,0.0,21650.0
Onderbanken,7825.641611295681,13.048172757475085,1.0873477297895904,15.222868217054266,0.0,0.0,7855.0
Wormerland,15820.0,0.0,0.0,0.0,0.0,0.0,15820.0
Brunssum,28355.0,0.0,0.0,0.0,0.0,0.0,28355.0
Landgraaf,37415.0,45.0,0.0,0.0,0.0,0.0,37460.0
Beek,15955.0,0.0,0.0,0.0,0.0,0.0,15955.0
Mook en Middelaar,7775.0,0.0,0.0,0.0,0.0,0.0,7775.0
Beesel,13405.0,0.0,0.0,0.0,0.0,0.0,13405.0
Bergen (L.),13090.0,0.0,0.0,0.0,0.0,0.0,13090.0
Gennep,17120.0,15.0,0.0,0.0,0.0,0.0,17135.0
Heerlen,87115.0,60.0,0.0,0.0,0.0,0.0,87175.0
Kerkrade,45940.0,0.0,0.0,0.0,0.0,0.0,45940.0
Maastricht,122535.0,105.0,7.0,98.0,0.0,0.0,122745.0
Meerssen,19075.0,0.0,0.0,0.0,0.0,0.0,19075.0
Nuth,15247.7969269103,25.423588039867113,2.1186323366555926,29.660852713178297,0.0,0.0,15305.0
Roermond,57355.0,15.0,1.0,14.0,0.0,0.0,57385.0
Schinnen,12911.56146179402,21.528239202657808,1.7940199335548175,25.116279069767444,0.0,0.0,12960.0
Simpelveld,10545.0,0.0,2.0,28.0,0.0,0.0,10575.0
Venray,43585.0,0.0,0.0,0.0,0.0,0.0,43585.0
Teylingen,36080.0,0.0,0.0,0.0,0.0,0.0,36080.0
Heeze-Leende,15695.0,15.0,0.0,0.0,0.0,0.0,15710.0
Laarbeek,21925.0,15.0,0.0,0.0,0.0,0.0,21940.0
De Marne,10065.0,0.0,0.0,0.0,0.0,0.0,10065.0
Lingewaard,46135.0,15.0,2.0,28.0,0.0,0.0,46180.0
Bernheze,29975.0,195.0,2.0,28.0,0.0,0.0,30200.0
Ferwerderadiel,8730.0,0.0,0.0,0.0,0.0,0.0,8730.0
Alphen-Chaam,10040.0,15.0,0.0,0.0,0.0,0.0,10055.0
Bergeijk,18330.0,15.0,0.0,0.0,0.0,0.0,18345.0
Rijssen-Holten,37985.0,0.0,0.0,0.0,0.0,0.0,37985.0
Westland,105650.0,0.0,0.0,0.0,0.0,0.0,105650.0
Midden-Delfland,19035.0,0.0,0.0,0.0,0.0,0.0,19035.0
Berkelland,44225.0,0.0,0.0,0.0,0.0,0.0,44225.0
Bronckhorst,36385.0,0.0,2.0,28.0,0.0,0.0,36415.0
Sittard-Geleen,92585.0,330.0,13.0,182.0,0.0,0.0,93110.0
Kaag en Braassem,26370.0,0.0,0.0,0.0,0.0,0.0,26370.0
Dantumadiel,18950.0,0.0,0.0,0.0,0.0,0.0,18950.0
Zuidplas,41470.0,0.0,0.0,0.0,0.0,0.0,41470.0
