name,susceptible,exposed,infected_tested,infected_nottested,removed_tested,removed_nottested
Noordwijkerhout,16319.987775105383,0.00866146399685112,0.00019325051260942166,0.002705507176531903,4.431152877325274e-05,0.0006203614028255384
Oegstgeest,23609.980434859397,0.013831272308536117,0.00031070395415901006,0.004349855358226141,7.155393195064903e-05,0.0010017550473090863
Oud-Beijerland,24014.985235312684,0.010434484024896426,0.0002346137646109909,0.003284592704553873,5.40664548046263e-05,0.0007569303672647682
Binnenmaas,29114.976132815806,0.016865145215641253,0.0003793615218483691,0.005311061305877166,8.744107664087692e-05,0.0012241750729722767
Korendijk,10954.995777602955,0.0030070216080416985,6.603543439401032e-05,0.0009244960815161445,1.498959471356771e-05,0.00020985432598994797
Oudewater,10179.994293571759,0.004072977935245774,8.882645982405955e-05,0.0012435704375368336,2.0070227302313388e-05,0.00028098318223238744
Rijswijk,51029.92180138016,0.054841312689044214,0.0012621003913657275,0.017669405479120184,0.00029505341880085823,0.004130747863212015
Ridderkerk,45404.946543732454,0.03757887958342087,0.0008586390316367046,0.012020946442913863,0.00019985349958350347,0.002797948994169049
Rotterdam,634658.078493036,3.561818932549693,0.14752245471818837,2.065314366054637,0.07645674738802041,1.0703944634322857
Schiedam,77839.91219855507,0.061605467685111416,0.0014157251637819388,0.019820152292947143,0.00033067331939839583,0.004629426471577542
Sliedrecht,25004.978624084055,0.015194835205883401,0.00033561300149603573,0.004698582020944499,7.645904806371022e-05,0.0010704266728919433
Albrandswaard,25109.972973964497,0.018972219360451785,0.000435330332810473,0.006094624659346622,0.00010159074333130206,0.0014222704066382292
Westvoorne,14254.990545575967,0.006668548506619763,0.000150836358123207,0.0021117090137248986,3.4888676911383834e-05,0.0004884414767593737
Strijen,8784.995695065887,0.0030714732846836745,6.706572376026125e-05,0.0009389201326436575,1.5164998175962962e-05,0.0002123099744634815
Zwijndrecht,44419.953977419675,0.03247471908227767,0.0007336413132230224,0.010270978385122314,0.00016954943629140175,0.002373692108079625
Vianen,19719.871445867433,0.09000159407652256,0.002081963955104735,0.029147495371466287,0.000488205277708736,0.006834873887922304
Vlaardingen,71989.94425977264,0.03921067166920074,0.0008941220823989014,0.012517709153584619,0.00020784829628458558,0.0029098761479841983
Voorschoten,25309.984191297233,0.011164529799243886,0.0002515661060456188,0.003521925484638663,5.804542517312975e-05,0.0008126359524238167
Waddinxveen,26534.977135498775,0.016152049274336576,0.0003636372963244468,0.005090922148542255,8.385950021084702e-05,0.0011740330029518585
Wassenaar,26049.962975897368,0.025960646356605617,0.0005977748956741912,0.008368848539438678,0.00013978885584475223,0.001957043981826531
Woerden,51509.88946814426,0.07755023248754585,0.0017824291316384314,0.024954007842938043,0.0004163457518907735,0.00582884052647083
Zoetermeer,124784.86179059875,0.09683902044839116,0.0022347311971537623,0.031286236760152665,0.0005232941894850833,0.007326118652791166
Zoeterwoude,8364.99292755812,0.005010752966316326,0.00011180702623685073,0.0015652983673159105,2.5638901282136028e-05,0.0003589446179499045
Borsele,22689.99465304322,0.0038815820272589535,8.022966361816465e-05,0.001123215290654305,1.7461986640701784e-05,0.000244467812969825
Goes,37264.96623810582,0.023714910041608646,0.0005431846558012782,0.007604585181217895,0.0001266142859407613,0.0017726000031706582
Kapelle,12624.997099257711,0.0021063736950595784,4.3495873827936594e-05,0.0006089422335911123,9.462032631663778e-06,0.0001324684568432929
West Maas en Waal,18820.97946624725,2.1130805374210593,0.08455283282091433,1.1837396594928007,0.042610714867969406,0.5965500081515717
Hulst,27399.98947438587,0.007390806997376966,0.00016946161323951275,0.0023724625853531783,3.952552915527011e-05,0.0005533574081737814
Reimerswaal,22359.983932541083,0.011342881197975973,0.0002558865253568959,0.003582411354996543,5.908532237769104e-05,0.0008271945132876746
Tholen,25529.98540786797,0.010371789268259275,0.00022915049710711758,0.003208106959499646,5.220568667881829e-05,0.0007308796135034561
Middelburg,48024.964035118726,0.025325228807823372,0.0005757421639309798,0.008060390295033717,0.00013356800071823234,0.0018699520100552529
Giessenlanden,14584.971805588357,0.020108097820968375,0.0004396121262499646,0.006154569767499505,9.94754618671983e-05,0.001392656466140776
Zederik,13839.976858733278,0.016464054227975415,0.0003626700685512926,0.005077380959718096,8.247743102661745e-05,0.0011546840343726445
Terneuzen,54584.981674263574,0.01293489440483465,0.00029195691806453304,0.004087396852903463,6.743254971828038e-05,0.0009440556960559255
Pekela,12514.99984789263,0.0001272020030867808,1.5086799433974463e-06,2.1121519207564248e-05,1.5167778584372812e-07,2.123489001812194e-06
Reusel-De Mierden,12904.767769103952,0.16193217115158298,0.0037911839066352405,0.05307657469289336,0.0008953977532766631,0.012535568545873281
Roerdalen,20694.912832930513,0.06111597801773551,0.0014075631164201597,0.019705883629882237,0.0003291763147099592,0.004608468405939429
